# Constructed from biom file																																		
#Sample ID	A2	A5	A7	A9	A10	A11	A16	A17	A18	A19	A22	A23	B6	B8	B12	B28	B29	B30	B32	B34	B35a	B35b	B37	B39	B42	B44	B47	B49	B51	C53	C54	C57	C60	C62
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_unclassified	0	0	0	0	0	0	0	0.18429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_sp_B5	0	0	0	0	0	0	0	0	0.89621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_unclassified	0	0	0	0.01457	0	0	0	0	0.14267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03055	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas|s__Blastomonas_unclassified	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33103	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_yanoikuyae	0	0	0	0.70354	0.00687	0	0	8.37846	0	0.79545	0	0	0	0	0	0	0	0.2552	0.02177	0	0	0	0.25875	0	0	0	0	0	41.22036	22.69927	0	0.11152	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_unclassified	0	0	0	0	0	0	0	0	0.28239	0	0	0	0	0	0	0	0.06096	0	0	0	0	0	0	0	0	0	0	0	0	0.07748	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0.75105	0	0	0	0	0	3.11514	0	0	0	0.68567	0	0	0	0	0.05363	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_unclassified	0	0	0	0.90126	0	0	0	0.21816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01497	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_xylosoxidans	0	0	0	0.20692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_unclassified	0	0	0	0.42463	0	0	0	0.51237	0	0	0	0	0	0.78198	0	0	0	0.30993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	6.48585	0	0	0	1.70987	0.12741	0	0	0	0	0.00998	0.28799	0.3664	0	0.0576	0.78456	0	0	0	7.86787	1.42485	0.16002	0	0.0141	1.04892	8.93539	0	0.02204	0.03157	0	0.95762	0	0.05	14.32186
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Thiomonas|s__Thiomonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43902	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Alicycliphilus|s__Alicycliphilus_unclassified	0	0	0	0	0	0	0	0.66052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24267	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_unclassified	0	0.09105	0	0	0	0	0	0	0	6.09826	0	0	0	0	0	0	0.04291	0.11218	0	0	0	0	0	0	0	0	0	0	0.01927	0.02943	0	4.94954	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_acidovorans	0	13.60668	0	0	0	0	0	0	0	0	0	0	0	0.29888	0	0	0	6.52352	0	0	0	0	0.00975	0	0	0	0	0	0	2.49597	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_unclassified	0	3.42211	0	0	0	0	0	0	0	0.0291	0	0	0	0.44291	0	0	0	2.67605	0	0	0	0	0	0	0	0	0	0	0	9.15712	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	0.19324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01548	0	0	0.02951	0.102	0	0	0	0	0	0	0	0	0	0	0	0	0.12932
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	0	0	0.03006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2328	0	0	0	0	0	0	0	0	0.37975	0	0	0	0	0	0	0	0.83802
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis	0.12339	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16619	0.03924	0.01138	0	0	0.19178	0.20261	0.16325	0	0	0.09744	0.16245	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_unclassified	0	0	0.08334	0	0	0	0	0	0	0	0	0	0	0	0	0.11187	0	0	0	0	0	0	0	0.00792	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis	0.15719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159	0	0	0	0.18014	0.01627	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309	0	0	0	0	0	0	0	0	0	0	0	0	0.01591
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99322	0	0	0.0875	0.30238	0.03415	0	0	0	0.48783	0	0	0	0	0	0	0	0.05816
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	1.6495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01704	0	0	0	0.06023	0	0	0.66569	0.0176	0.05753	0	0.33862	0	0	0	0	0	0.36559
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03563
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_lactamica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01207
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_macacae	0.00609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30848
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis	0.01766	0	0	0	0	0	0	0	0.00143	0	0.00414	0	0	0	0.00766	0	0.039	0	0	0	0.0515	0.00436	0	0	0	0.16715	0	0.02998	0	0	0	0	0	0.41072
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0.38492	0	0	0	0.12112	0	0	0	0	0	0	0	0	0	0.05603	0	0	0	0	9.49157	0.04637	0.00205	0	0	0	0.17158	0	0.02136	0	0	3.0603	0	0	0.26582
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	0.21048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01454	0	0	0	0.0239	0	0	0.03107	0	0.02681	0	0.34369	0	0	0	0	0	0.00795
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	4.18502	0	0	0	0.60989	0	0	0	0.149	0	0.06631	0	1.14426	0	0.27739	0.62691	0	0	0	35.37671	0.75748	0.14338	0	0.95629	0.03962	4.73573	0	1.10799	0.07636	0	1.22028	0	0.05996	2.8022
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Methyloversatilis|s__Methyloversatilis_universalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0.01458	0	0.04175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01535	0	0	0.00768	0.01301	0	0	0.05143	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0	0	0	0	0.21069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0.00878	0	0.12609	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00792	0	0	0	0	0.0297	0	0.05627	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis	0	0	0.0121	0	0.66723	0	0	0	0	0	0	0	0	0	0.03323	0	0.10713	0	0	0.08913	0.25372	0.13421	0	0	0	0.68928	0	0.27777	0	0	0	0	0	0.06078
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11402	0.01088	0	0	0	0	0	0	0.03142	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0.01309	0	2.9205	0	0	0	0	0	0	0	0	0	45.18228	0	0	0.01187	0.01438	0.06036	0	0	0.00374	0	0.00369	0	0.0072	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_koseri	0	0	0	0	0	0	0.18479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified	0	0.015	0	0.18941	0	0	0	0	0	0	0	0	0	10.01878	0	0	0.0147	0	0.01524	0.0056	0.0017	0.00269	0	0.00393	0	0.00934	0	0	0	0	0	0.03537	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0.06088	23.72858	0.03534	0.14876	0.12054	1.08039	0.53876	0.04628	0.00597	32.78976	44.371	1.37405	0.08124	2.6477	51.11203	0	0.00181	0.00547	0	0	0.00272	0.86441	4.7831	0	0	0	1.62141	0	0	0	0	1.03906	0	0.02123
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0	0	0.07126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0	0.26469	0	0	0	0	0	0.81716	0	1.44845	1.10313	0	0	0.28096	0	0	0	0	0	0	0	0	0.05801	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	0.01985	0.01722	0.01953	0.0714	0.10309	0.05152	76.25885	0.17303	0.00698	0.13715	0	2.55784	1.05828	0.03799	0.04299	0.06611	0.01834	3.54232	18.25613	0.01031	0.38731	49.38789	0.02606	31.61841	17.6533	0	0	0	0.01241	0	0.94056	0.51589	72.82718	0.05102
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0	1.4121	50.24656	0.0334	0	0.02177	0	0	0	0	0	0	0	0.08975	0.11359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14631	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified	0.0143	0.09146	0	0	0.09189	1.15795	5.21803	0.13269	0.01506	0.0816	0.02017	1.35762	0	0.00438	0	0.28012	0	0	0	0.00751	0	13.60122	0.01841	0	0	0.00362	0	0.00659	0	0	0.18519	0.00555	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_radicincitans	0	0	0	0	0	0	0	0.34539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica	0	0	0	0	0.00659	0	0	16.86989	0	0	0	0	0	0	0	0	0	0	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia|s__Serratia_liquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.76558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02477	0	0	0	0.01124	0	0	0	0.01704	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus	0	0	0	0	0.00746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97683
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	0.08197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04677
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_unclassified	0	0	0.00664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0.01262	0	0.00396	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus	0.16111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05478	0.00964	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae	0.24082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01817	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04427
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	2.19115	0	0.47014	0	0.56494	1.80911	0.0262	0	0	0	0.04282	11.03346	1.34297	0	0.18836	0.45261	0.01705	0.02741	0	2.07995	9.14938	1.20067	0.05397	0.67372	11.13513	2.24294	0	0.75365	0	0	0	0	0.19108	2.22127
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	0.16964	0	0	0	0	0	0	0	0	0	0.071	0	0	0	0	0	0.01354	0	0	0	0.02808	0	0	0	0	0.03551	0	0.00082	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baumannii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1323	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii	0	0	0	0.18986	0	0	0	1.86846	0	0	0	0	0	0.13483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62243	0	1.48217	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	3.7782	0	0	0	0	0	0	0	26.76084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	37.17079	0	0	0	0.02493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06468	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_parvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48565	0	0.00412	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.01807	43.52412	0	0	0.06941	0	0	0	0	0	0	1.62592	0	0.34343	0	0	0	0	0	0.03044	0	0	0	0	0.01583	0.01383	0	0.00857	0.03352	0.03603	0	33.52176	0.02686	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_radioresistens	0	0	0	0	0	0	0	0	0	0	0.21187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04893	0	0	0	0	0.01502	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_ursingii	0	0	0	0.11653	0	0	0.04713	0	0	0.55988	12.31034	0	0.03978	0.12143	0	0	0	0	0	0	0	0.01545	64.62209	0	0	0	0	0	0.10841	25.63524	0	1.00785	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Enhydrobacter|s__Enhydrobacter_aerosaccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49821	12.02333	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa	0	0	0	0.86838	0	0	0	0	0	0	0	0	0	0.12021	0	0	0	7.30239	0	0	0	0	0	0	0	0	0	0	0.013	0	0	38.70379	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_alcaligenes	0	0	0	0	0	0	0	3.62753	0	0	0	0	0	0	0	0	0	0	0	0.01247	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06689	0.52252	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mendocina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00779	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_monteilii	0	0	0	0.46671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mosselii	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_nitroreducens	0	0	0	0	0	0	0	0.00465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05233	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36192	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida	0	0.0816	0	0.34241	0	0	0	0	0	0	0.46436	0	0.67874	4.23805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06218	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_UK4	0	0	0	0	0	0	0	0.34499	0	0	0	0	0	9.2173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_stutzeri	0	0	0	0	0	0	0	0	0	0.1851	0.11726	0	0.7509	10.46438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1398	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified	0	1.46339	0.3132	0	0.29951	0	0.36262	3.70444	0	0.08171	0.48762	0	5.31021	0	0.21191	1.10408	0.0336	0	0.24428	0	0	0.06125	16.40913	0	0.06911	0	8.6055	0	54.11015	3.20642	2.514	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_veronii	0	0	0	0	0	0	0.01605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_unclassified	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia	0.08724	1.71423	0.0144	38.78924	0.35546	1.78928	0.05721	55.59988	0.03004	9.84039	38.69986	6.03225	1.0902	8.8584	0.07895	0.37068	0.01648	41.32202	0.13406	0.07871	0.04041	0.05429	0.37161	33.21295	0.05911	0.00643	0	0	0.00794	0.01629	0	11.6649	0	0
