	SRR059875	SRR059905	SRR060041	SRR060389	SRR061249	SRR061251	SRR061257	SRR062389	SRR1031063	SRR1031677	SRR1564324	SRR1565744	SRR1803853	SRR1803859	SRR1804260	SRR1804274	SRR1804292	SRR1804378	SRR1804718	SRR1804818	SRR1952524	SRR1952532	SRR1952557	SRR1952578	SRR2175813	SRR346700	SRR513376	SRR513802	SRR513813	SRR514204	SRR514244	SRR514849	SRR533811	SRR628262
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0.02503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04032	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Centipeda|s__Centipeda_periodontii	0	0	0	0	0.02994	0.00053	0	0	0	0	0	0	0	0	0	0	0.00618	0	0	0	0.00249	0	0	0	0.00083	0	0	0	0.00603	0	0	0	0	0.00162
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.14025	0	0.0133	0	0.13536	0	0	0	0	0	0	0	0	0	0	0.02817	0	0	0	0	0.01471	0	0	0	0	0.00216	0.00389	0	0.33276	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0.58381	0	0	0	2.71783	0	0	0.96292	0	2.28572	0.59014	0	0	0	1.94904	0	0.56009	0	0	0	1.67949	0	0	0.41396	0	0.64052	0.45708	0.03974	0.01631	0	0.07319	1.62207	1.48693	0.17996
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0	0	0	0	0.06044	0.0354	0	0	0	0	0	0	0.02384	0	0	0	0.05023	0	0	0.01137	0.00723	0	0	0.12909	0.00964	0.00928	0	0	0.04805	0	0	0.00868	0	0.00414
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_artemidis	0	0	0	0	0	0.04235	0	0	0	0	0	0	0.00601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05172	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_flueggei	0	0	0	0	0.32222	0	0	0	0	0.01885	0	0	0	0	0.06127	0	0.23153	0	0	0	0.0665	0	0	0	0	0.01601	0	0	0.00045	0	0	0.0534	0.08765	0.02925
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_infelix	0	0	0	0	0.00253	0.01339	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0	0	0.00942	0	0	0	0.07002	0	0	0.0007	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_noxia	0	0.09534	0.003	0	0	0.29822	0	0	0	0	0	0	0.67054	0	0	0.68365	0	0	0	0.5182	0	0	0	0	0.17427	0	0.01146	0	0.78044	0	0	0.00043	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_sputigena	0	0	0	0	0.06012	0	0	0	0	0	0	0	0	0	0.00627	0	0.04769	0	0	0	0.01903	0	0	0	0.00263	0	0	0	0.00171	0	0	0.00122	0	0.00982
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.67689	0.21503	0	0.20564	5.48131	0.01194	0.02239	2.54041	0.10619	1.29103	0.87563	0	0	0	1.95762	0.09672	2.44922	0.40695	0	0	1.52688	0.00054	0.00561	4.22319	0.00211	1.28001	0.67121	0.05197	0	0.03841	0.06731	2.21851	0.89677	0.58146
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.20306	0.28516	0.01846	0	0.89477	0	0.00567	1.35958	0	1.19524	0.96542	0	0	0	1.24303	0.05854	1.77374	0.27187	0.00842	0	0.45826	0.03641	0.04041	0.80721	0.00049	1.40826	0.70347	0.44764	0.12313	0.12962	1.57532	1.077	0.85068	0.58557
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.57734	0.92857	0.5615	0.89754	0.79821	1.57545	0.11569	0.47938	0.02565	0.52032	0.11865	0.69767	0.57053	0.24571	0.02121	3.32393	0.02405	11.77775	0.48817	2.61136	0.16203	6.91765	2.5887	3.89866	0.84221	1.14183	9.81335	1.00198	2.08432	0.80617	0.00551	0.11894	0.06443	0.15759
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_3_1_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21179	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.131	0	0	0	0	0	0	0	0	0	3.66125	0	0	0	0	0	0	2.28205
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_oral_taxon_780	0.84448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	2.17236	5.85069	0.66888	1.40067	9.39929	1.01027	0.1418	8.89864	2.70211	12.35674	8.85951	0.32947	0	0	10.63858	5.78496	2.39467	0	0	3.68048	9.94593	0	0.97923	13.96112	4.41941	11.00857	2.3889	5.95027	3.23122	0.68611	15.66775	8.52366	11.4755	4.46772
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_necrophorum	0	0	0	0	0.01336	0	0	0	0	0.00351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0.29919	0.61921	0.87868	0	0.3886	4.38488	3.30695	0.70242	0.22398	0.03873	0	0.19859	0.02625	0.16786	0.04871	0.79421	0.06474	0.08637	0.09861	0.22096	0.03701	0.2483	0.09912	0	0.68839	0.13198	0.639	0.00393	2.55629	0.07754	0.01795	0.02418	0	0.0188
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_periodonticum	1.54047	0.10856	1.47095	0	8.52564	0.21368	0.15546	1.11713	0.77504	0.63054	2.51923	0	0	0.08953	0.58578	0.01565	9.26882	0.43922	0.11192	0.00688	0.28894	0.02926	0.08365	0	0.02516	0.05892	1.20999	1.21373	0.13194	0.20784	0	0.70022	1.11432	2.64046
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis	0	0.07284	0.04593	0	0.15448	0.03224	0.25256	0	0	0	0	0	0	0	0	0	0.11733	0	0	0	0.03245	0	0	0	0.59802	0	0	0	0.01705	0	0	0.01396	0	0.00778
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_goodfellowii	0	0	0	0	0	0.00545	0.01007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.0052	0	0.00092	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii	0	0.07764	0.00249	0	0.01533	0.06429	0.24415	0	0	0	0	0	0.12294	0	0.00942	0	0.00807	0	0.00336	0.08438	0	0.01593	0.01705	0	0.46036	0.00585	0	0	0.02616	0	0	0.01155	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii	0.03091	0	0	0	0.35522	0.12755	0.16907	0	0	0	0	0	0	0	0.01912	0	0.79405	0	0	0	0.05717	0	0	0	0.14933	0	0	0	0.00423	0	0	0.03692	0	0.0656
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_215	0	0	0	0	1.81294	0	0.49275	0	0	0	0	0	0	0	0	0	7.2168	0	0	0	0	0	0	0	0	0	0	0	0.411	0	0	0.38241	0	1.11121
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp_oral_taxon_225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82026	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_unclassified	0.38066	0.50309	0.25875	1.34518	0.35477	0.50207	0.19114	0.43589	0	0.07805	0	0	0.20882	0	0	0.39186	0	0.22041	0.10479	0.70063	0.43927	0.45043	0.21706	0.26856	1.55295	0.09527	0.04756	0.01127	0.22248	0.01175	0	0	0.37114	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei	0.18694	0.13082	0.00342	0	1.65616	0.01011	0.14377	0.20307	0	0.13756	0	0	0.0089	0	0.36465	0	3.66784	0	0.00324	0.05022	0.3644	0.01719	0	0.07956	0.06257	0.03946	0.00899	0.01203	0.0086	0	0	0.21939	0.27291	0.38808
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__Lautropia_mirabilis	0.53522	0.2082	0.47726	0	0	0.14523	0.02495	0	0.95524	0.00332	0	0	12.69431	0.83483	0.00037	0.80838	0	0	12.11482	0.42449	0.00851	3.57909	0.09472	0.96508	0.98041	0	0.0074	0	1.5722	0	0.01427	0.00033	0	0.00995
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Alicycliphilus|s__Alicycliphilus_unclassified	0	0	0	0	0	0.54539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01264	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	0	0	0.00178	0	0.00557	0.89047	1.04929	0	0	0	0	0	0.63962	0	0	0.11991	0.12226	0	0.25297	0.22605	0.00914	0.24435	0.02226	0	0.62764	0.01114	0	0.00483	0.56929	0.00594	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0.01285	0	0	0	0	0	0	0.2847	0	0.66432	0.01106	0	0.12117	0.02804	0	0	0	0.00644	0	0	0	0.00085
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_oralis	0	0.02147	0	0.81801	0	0.47584	1.45828	0	0	0	0	0	0.45304	0.01793	0	3.62214	0	0	0.09795	2.46059	0	0.38296	0	0.33394	1.57229	0.0389	0	0.01614	2.40662	0.03001	0.00223	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_unclassified	0	0	0	0.71496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01571	0	0.00571	0	0	0	0	0	0	0	0	0	0.00089	0	0	0.00463
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis	0	0	0	0	0	0.14025	0.05175	0	0	0	0	0	0.0198	0	0	0	0	0	0	0	0	0.00516	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	0	0.72519	0.08704	0	0	1.37848	1.24779	0	0	0	0	0	5.96567	0.15821	0	0.07147	0	0	6.85784	3.26542	0	0.18475	0.00845	0	0.32543	0.07508	0	0.08941	4.51494	0.1025	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	0.94181	4.77552	9.67365	0	0.70212	0	0	4.70668	1.99594	0.07072	1.13631	0	0	0	0	0.45581	3.52828	0	0.04168	0	0.40972	0.23246	0.42391	0.47325	0.04975	0.03072	0.27038	7.06823	0	0.60899	3.71667	0.25459	0.31694	23.53205
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae	0	0	0	0	0	0	0	0	0	0	0	0	0.03719	0	0	0	0	0	0	0	0.00347	0	0	0	0	0	0	0	0.00437	0	0	0	0	0.18703
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_lactamica	0	0	0.00577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0.00195	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_macacae	0	0.11935	0.38051	0	0.02829	0.13668	0.08534	0	0.40986	0	0	0	0.13225	0.36557	0	0.44463	0	0	1.2762	0.23851	0.00066	0.33127	0.04007	0	0.04459	0	0.01203	0.00247	0.49365	0	0	0	0	0.00955
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis	0.01923	0.02388	0	0	0.03559	0.0159	0.00199	0	0	0.06715	0	0	0.01106	0	0	0.04607	0	0	0.02052	0	0.00691	0.0179	0.03465	0.13438	0	0.01268	0	0.00143	0.00315	0	0.00071	0	0.13541	0.00249
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0	2.02195	1.05507	0	0.12981	0.56379	0.03835	0.10808	1.33887	0	0.08356	0	1.17986	1.64127	0	0.74078	0.00889	0	1.15616	0.37253	0.01098	1.17799	2.50923	0.24513	0.53961	0.0144	0.2449	0.0071	2.56711	0	0.04675	0.00378	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_GT4A_CT1	1.12832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48365	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp_oral_taxon_014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29952	0	0	0	0	0	0	0	0	1.1401	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	0.20036	0.67432	0.63355	0	1.07436	0.00735	0	2.96473	9.40843	0.09113	0.4187	0	0	0	0.35808	0	0.66396	0	0.05131	0	0.1187	0.01647	0.0559	0.24904	0	0.08397	0	7.29213	0.00226	0.80223	0.06138	0.10254	0.08327	3.39937
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_unclassified	0.34481	2.27315	0	0.73378	0.70831	0	0	0	11.93331	0.02399	0	0.37061	0	5.65578	0.71439	0	0	0.32064	19.58802	0	2.42943	9.4235	13.54641	0.48945	2.34922	0.28065	0.2645	0.2379	2.1435	0	0.98515	0.13876	1.32607	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus	0.52627	0.50817	0.03251	0	1.79367	0.10864	0.10158	1.13679	0.50129	1.57008	0.82127	0	0	0	2.80044	0.03611	4.17922	0.02545	0.0053	0.00395	0.83676	0.00266	0	0.40198	0.00434	0.28676	0.65485	0.32551	0.03564	0.06525	3.35363	1.93402	0.51824	0.84946
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_curvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08646	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	0	0.01458	0	0	0	0.90878	0.11379	0	0	0	0	0	0.03973	0	0	0.13791	0	0	0	0.17612	0	0.05402	0	0.05689	0.26297	0	0.00163	0	0.34464	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	0	0	0	0	0	0.03056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	0.00345	0.10331	0.04316	0	0.75325	0.43468	0.14487	0	0	0	0	0	0.09063	0	0	0.12931	1.18752	0	0.05761	0.11931	0.00697	0.14495	0	0	0.33989	0	0.00309	0.02451	0.67582	0	0	0.00177	0.01854	0.01343
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_sp_10_1_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54519
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis	0	0	0.01072	0	0	0.50746	2.23196	0	0	0	0	0	1.5509	0	0	0.21045	0	0	0.08792	0.8086	0	0.66195	0	0	0.67724	0.01881	0	0.00336	2.77481	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	0	0	0	0	0	0.15713	0.30589	0	0	0	0	0	0.86779	0	0	0	0	0	0	0.01471	0	0.04242	0	0	0.16216	0	0	0	0.0549	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01649	0.54918	0	0	0.19458	0.03876	0.04988	0	0.13992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01505	0.12958	0	0.17696	0	0.01462	0	0	0	0	0	0.00141	0	0.0016	0	0.03369	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_unclassified	1.89519	0.07518	1.23749	0	0.01048	0.02148	0.00814	0.56892	0	0	0	0	0	0.3796	0	0	0.01016	0	0.00886	0.01813	0.02192	0.03728	2.72075	0	0.01755	0.0169	0.01651	0.03021	0.01414	0.06132	0.05351	0.00263	0	0.04196
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus	0.04458	0.02176	0.34004	0	0	0.00071	0.00905	0.75476	0	0	0	0	0.01837	0.54197	0	0.23832	0	0	0.18045	0.05537	0	1.97348	0.01434	0	0	0	0	0	0.8399	0	0	0	0	0.00096
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	0.01633	0.19729	0.92354	0	0.01576	0.2046	0.00604	0.23573	0	0	0	0	0.01364	0	0	0.86087	0	0	0	0	0.00215	0.30768	0	0	0	0.00285	0.11466	0	0.50878	0.01034	0	0.00027	0	0.00313
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_sp_oral_taxon_458	0	0	0	0	0	1.10268	1.51585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_unclassified	0.03786	2.01635	1.01247	0.11691	0.02107	0	0	1.232	0.15611	0.01226	0	0	0.01859	0	0	0	0	0	0	0	0.0062	0	0.2752	0	0.26216	0.02398	0.00615	0.00221	0	0	0.00055	0.00098	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_aegyptius	0	0	0	4.24575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus	0.1551	2.65714	0.58453	2.55431	0.03243	0.11892	0.0259	0.81105	3.80134	0.0159	0	0	0	0.07228	0	2.33342	0	0	0.09945	0.00878	0.01444	0.02962	0.60902	0.27731	0.00056	0.10263	0.51134	0.01121	0.02155	0.18747	0.00524	0.00126	0	0.02819
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae	0	0	0	0	0.01775	0	0.01279	0.53998	3.46444	0.00719	0	0	0	0.14074	0	1.96267	0	0	0.12986	0.00359	0.00739	0.00874	0	0.11994	0	0.05094	0	0.00435	0.01697	0.10604	0.00321	0	0	0.0223
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	1.42616	0	0.01795	1.05385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03306	0.01608	0.00196	0	0	0.38272	0	0	0	0	0	0.02743	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	10.70984	7.93758	8.0848	11.44768	3.61908	1.76965	0.53816	25.46	30.23	5.66262	11.6734	49.2577	0.33459	50.09559	2.19837	9.55961	5.35275	35.42507	7.41602	2.05602	4.41983	6.01202	11.49479	3.54614	2.31125	4.13389	10.79169	22.72651	2.83343	63.89422	30.24368	0.89718	3.17414	14.23643
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus	0.14494	0	3.07775	0	0	0.02563	0	0	0	0	0	0	0	1.91077	0	0	0	0	0.02761	0	0	0	11.91939	0.00886	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01313	0	0	0	0	0	0.01344	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sputorum	2.22523	0	0	1.37388	0.00443	0	0.02297	1.31901	0	0	0.02496	0	0	0	0.00254	0.06621	0.00696	0.08956	0.006	0	0.001	0	0.04349	0	0	0	0	0	0	0	0	0	0.24363	0.02194
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0786	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_lecithinolyticum	0.00277	0	0	0	0	0.13198	0.01986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_maltophilum	0	0	0	0	0	0.29424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07951	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_medium	0.02827	0	0	0	0.18401	0.1865	0.0069	0	0	0	0	0	0	0	0	0	0.31177	0	0	0	0.0134	0	0	0	0	0	0	0	0.04209	0	0	0	0	0.00811
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii	0.00808	0	0	0	0.00172	0.20113	0	0	0	0	0	0	0	0	0	0	0.24363	0	0	0	0.00215	0	0	0	0.00959	0	0	0	0.19641	0	0	0	0	0.00702
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_vincentii	0	0	0	0	0.02643	0.04556	0	0	0	0	0	0	0	0	0	0	0.04336	0	0	0	0.00034	0	0	0	0	0	0	0	0.04337	0	0	0	0	0
